1, 261132247, 261170650, 0.7970504627096515
2, 261211666, 261281728, 0.09921491750599898
3, 258964576, 269445370, 0.726016997507549
4, 261139233, 2518161289, 0.8279765732127091
5, 261121479, 261126651, 0.8822061092930704
6, 261117506, 261230190, 0.7377083219676346
7, 261148943, 736014842, 0.9435512810983803
8, 261122155, 261122156, 0.08573566018106471
9, 250755794, 264429518, 0.36647771725302447
10, 261133781, 261218675, 0.643600490572037
11, 261342991, 345514531, 0.4388956349283991
12, 261147398, 261147454, 0.35809111870750276
13, 261347763, 1699464821, 0.574920163153815
14, 4427225181, 4427225190, 0.2985204674610774
15, 33781534, 704695547, 0.8740695913011588
16, 261145135, 261145136, 0.8083773164063511
17, 2352790238, 2352790291, 0.30508881465175464
18, 261113961, 261148618, 0.27998017405597886
19, 261162604, 261162624, 0.6209567627727646
20, 261171894, 261202822, 0.45017443594860906
21, 257147418, 257172366, 0.6568682374488409
22, 261169156, 261337316, 0.394929727570418
23, 261115576, 261230334, 0.25615975928303325
24, 261144656, 261285226, 0.1528016702913333
25, 2876586240, 2876586241, 0.14254349677215084
26, 261129131, 538057912, 0.06606001164661124
27, 261170825, 261184628, 0.527969923187814
28, 287261388, 418156652, 0.8164995217950728
29, 2876586224, 5885271791, 0.8717339287840389
30, 261212860, 261215000, 0.49101307893050283
